inspected_at,line_id,verdict,defect_type,confidence
2026-05-22T09:41:30,A,ok,,0.967
2026-05-22T09:41:45,A,ok,,0.968
2026-05-22T09:42:00,A,ok,,0.936
2026-05-22T09:42:15,A,ok,,0.973
2026-05-22T09:42:30,A,ok,,0.951
2026-05-22T09:42:45,A,ok,,0.981
2026-05-22T09:43:00,A,ok,,0.988
2026-05-22T09:43:15,A,ok,,0.955
2026-05-22T09:43:30,A,ok,,0.955
2026-05-22T09:43:45,A,ok,,0.924
2026-05-22T09:44:00,A,ok,,0.99
2026-05-22T09:44:15,A,ok,,0.982
2026-05-22T09:44:30,A,defect,crack,0.886
2026-05-22T09:44:45,A,defect,crack,0.927
2026-05-22T09:45:00,A,ok,,0.948
2026-05-22T09:45:15,A,ok,,0.979
2026-05-22T09:45:30,A,defect,crack,0.953
2026-05-22T09:45:45,A,ok,,0.974
2026-05-22T09:46:00,A,defect,crack,0.867
2026-05-22T09:46:15,A,ok,,0.962
2026-05-22T09:46:30,A,ok,,0.963
2026-05-22T09:46:45,A,ok,,0.979
2026-05-22T09:47:00,A,defect,crack,0.926
2026-05-22T09:47:15,A,ok,,0.958
2026-05-22T09:47:30,A,defect,crack,0.915
2026-05-22T09:47:45,A,ok,,0.933
2026-05-22T09:48:00,A,ok,,0.93
2026-05-22T09:48:15,A,ok,,0.949
2026-05-22T09:48:30,A,ok,,0.962
2026-05-22T09:48:45,A,defect,crack,0.897
2026-05-22T09:49:00,A,defect,crack,0.881
2026-05-22T09:49:15,A,defect,crack,0.907
2026-05-22T09:49:30,A,defect,crack,0.982
2026-05-22T09:49:45,A,defect,crack,0.861
2026-05-22T09:50:00,A,ok,,0.966
2026-05-22T09:50:15,A,defect,crack,0.956
2026-05-22T09:50:30,A,defect,crack,0.943
2026-05-22T09:50:45,A,defect,crack,0.929
2026-05-22T09:51:00,A,ok,,0.928
2026-05-22T09:51:15,A,ok,,0.954
2026-05-22T09:51:30,A,ok,,0.952
2026-05-22T09:51:45,A,defect,crack,0.973
2026-05-22T09:52:00,A,ok,,0.947
2026-05-22T09:52:15,A,ok,,0.948
2026-05-22T09:52:30,A,defect,crack,0.975
2026-05-22T09:52:45,A,ok,,0.949
2026-05-22T09:53:00,A,defect,crack,0.952
2026-05-22T09:53:15,A,ok,,0.978
2026-05-22T09:53:30,A,defect,crack,0.884
2026-05-22T09:53:45,A,ok,,0.979
2026-05-22T09:54:00,A,defect,crack,0.97
2026-05-22T09:54:15,A,ok,,0.935
2026-05-22T09:54:30,A,ok,,0.959
2026-05-22T09:54:45,A,ok,,0.928
2026-05-22T09:55:00,A,ok,,0.976
2026-05-22T09:55:15,A,defect,crack,0.884
2026-05-22T09:55:30,A,ok,,0.933
2026-05-22T09:55:45,A,defect,crack,0.977
2026-05-22T09:56:00,A,ok,,0.962
2026-05-22T09:56:15,A,ok,,0.956
2026-05-22T09:56:30,A,ok,,0.925
2026-05-22T09:56:45,A,ok,,0.943
2026-05-22T09:57:00,A,ok,,0.96
2026-05-22T09:57:15,A,defect,crack,0.898
2026-05-22T09:57:30,A,ok,,0.97
2026-05-22T09:57:45,A,defect,crack,0.904
2026-05-22T09:58:00,A,ok,,0.967
2026-05-22T09:58:15,A,ok,,0.981
2026-05-22T09:58:30,A,ok,,0.923
2026-05-22T09:58:45,A,ok,,0.95
2026-05-22T09:59:00,A,ok,,0.95
2026-05-22T09:59:15,A,ok,,0.932
2026-05-22T09:59:30,A,ok,,0.942
2026-05-22T09:59:45,A,ok,,0.93
2026-05-22T10:00:00,A,ok,,0.922
2026-05-22T10:00:15,A,ok,,0.978
2026-05-22T10:00:30,A,ok,,0.978
2026-05-22T10:00:45,A,ok,,0.988
2026-05-22T10:01:00,A,ok,,0.982
2026-05-22T10:01:15,A,ok,,0.958
2026-05-22T10:01:30,A,ok,,0.981
2026-05-22T10:01:45,A,ok,,0.934
2026-05-22T10:02:00,A,ok,,0.974
2026-05-22T10:02:15,A,ok,,0.983
2026-05-22T10:02:30,A,ok,,0.929
2026-05-22T10:02:45,A,ok,,0.921
2026-05-22T10:03:00,A,ok,,0.963
2026-05-22T10:03:15,A,ok,,0.928
2026-05-22T10:03:30,A,ok,,0.94
2026-05-22T10:03:45,A,ok,,0.962
2026-05-22T10:04:00,A,ok,,0.97
2026-05-22T10:04:15,A,ok,,0.955
2026-05-22T10:04:30,A,ok,,0.939
2026-05-22T10:04:45,A,ok,,0.939
2026-05-22T10:05:00,A,ok,,0.968
2026-05-22T10:05:15,A,ok,,0.973
2026-05-22T10:05:30,A,ok,,0.945
2026-05-22T10:05:45,A,ok,,0.924
2026-05-22T10:06:00,A,ok,,0.982
2026-05-22T10:06:15,A,ok,,0.942
2026-05-22T10:06:30,A,ok,,0.924
2026-05-22T10:06:45,A,ok,,0.948
2026-05-22T10:07:00,A,ok,,0.942
2026-05-22T10:07:15,A,ok,,0.939
2026-05-22T10:07:30,A,ok,,0.922
2026-05-22T10:07:45,A,ok,,0.936
2026-05-22T10:08:00,A,ok,,0.925
2026-05-22T10:08:15,A,ok,,0.93
2026-05-22T10:08:30,A,ok,,0.94
2026-05-22T10:08:45,A,ok,,0.987
2026-05-22T10:09:00,A,ok,,0.952
2026-05-22T10:09:15,A,ok,,0.934
2026-05-22T10:09:30,A,ok,,0.933
2026-05-22T10:09:45,A,ok,,0.965
2026-05-22T10:10:00,A,defect,scratch,0.9
2026-05-22T10:10:15,A,ok,,0.922
2026-05-22T10:10:30,A,ok,,0.923
2026-05-22T10:10:45,A,ok,,0.938
2026-05-22T10:11:00,A,ok,,0.923
2026-05-22T10:11:15,A,ok,,0.973
2026-05-22T10:11:30,A,ok,,0.934
2026-05-22T10:11:45,A,ok,,0.979
2026-05-22T10:12:00,A,ok,,0.923
2026-05-22T10:12:15,A,ok,,0.92
2026-05-22T10:12:30,A,ok,,0.97
2026-05-22T10:12:45,A,ok,,0.966
2026-05-22T10:13:00,A,ok,,0.923
2026-05-22T10:13:15,A,ok,,0.956
2026-05-22T10:13:30,A,ok,,0.969
2026-05-22T10:13:45,A,ok,,0.988
2026-05-22T10:14:00,A,ok,,0.931
2026-05-22T10:14:15,A,ok,,0.977
2026-05-22T10:14:30,A,ok,,0.976
2026-05-22T10:14:45,A,ok,,0.976
2026-05-22T10:15:00,A,ok,,0.94
2026-05-22T10:15:15,A,ok,,0.975
2026-05-22T10:15:30,A,ok,,0.965
2026-05-22T10:15:45,A,ok,,0.939
2026-05-22T10:16:00,A,ok,,0.969
2026-05-22T10:16:15,A,ok,,0.94
2026-05-22T10:16:30,A,ok,,0.964
2026-05-22T10:16:45,A,ok,,0.939
2026-05-22T10:17:00,A,ok,,0.968
2026-05-22T10:17:15,A,ok,,0.979
2026-05-22T10:17:30,A,ok,,0.95
2026-05-22T10:17:45,A,ok,,0.926
2026-05-22T10:18:00,A,ok,,0.952
2026-05-22T10:18:15,A,ok,,0.958
2026-05-22T10:18:30,A,ok,,0.984
2026-05-22T10:18:45,A,ok,,0.952
2026-05-22T10:19:00,A,ok,,0.924
2026-05-22T10:19:15,A,ok,,0.954
2026-05-22T10:19:30,A,ok,,0.933
2026-05-22T10:19:45,A,ok,,0.937
2026-05-22T10:20:00,A,ok,,0.984
2026-05-22T10:20:15,A,ok,,0.955
2026-05-22T10:20:30,A,ok,,0.963
2026-05-22T10:20:45,A,ok,,0.92
2026-05-22T10:21:00,A,ok,,0.936
2026-05-22T10:21:15,A,ok,,0.95
2026-05-22T10:21:30,A,ok,,0.964
2026-05-22T10:21:45,A,ok,,0.934
2026-05-22T10:22:00,A,ok,,0.925
2026-05-22T10:22:15,A,ok,,0.977
2026-05-22T10:22:30,A,ok,,0.982
2026-05-22T10:22:45,A,ok,,0.981
2026-05-22T10:23:00,A,ok,,0.99
2026-05-22T10:23:15,A,ok,,0.952
2026-05-22T10:23:30,A,ok,,0.974
2026-05-22T10:23:45,A,ok,,0.956
2026-05-22T10:24:00,A,ok,,0.972
2026-05-22T10:24:15,A,ok,,0.931
2026-05-22T10:24:30,A,ok,,0.95
2026-05-22T10:24:45,A,ok,,0.939
2026-05-22T10:25:00,A,ok,,0.969
2026-05-22T10:25:15,A,ok,,0.933
2026-05-22T10:25:30,A,ok,,0.967
2026-05-22T10:25:45,A,ok,,0.96
2026-05-22T10:26:00,A,ok,,0.96
2026-05-22T10:26:15,A,ok,,0.964
2026-05-22T10:26:30,A,ok,,0.947
2026-05-22T10:26:45,A,ok,,0.924
2026-05-22T10:27:00,A,ok,,0.965
2026-05-22T10:27:15,A,ok,,0.967
2026-05-22T10:27:30,A,ok,,0.958
2026-05-22T10:27:45,A,ok,,0.961
2026-05-22T10:28:00,A,ok,,0.982
2026-05-22T10:28:15,A,ok,,0.922
2026-05-22T10:28:30,A,ok,,0.977
2026-05-22T10:28:45,A,ok,,0.93
2026-05-22T10:29:00,A,ok,,0.929
2026-05-22T10:29:15,A,ok,,0.944
2026-05-22T10:29:30,A,ok,,0.955
2026-05-22T10:29:45,A,ok,,0.978
2026-05-22T10:30:00,A,ok,,0.98
2026-05-22T10:30:15,A,ok,,0.954
2026-05-22T10:30:30,A,ok,,0.973
2026-05-22T10:30:45,A,ok,,0.959
2026-05-22T10:31:00,A,ok,,0.933
2026-05-22T10:31:15,A,ok,,0.926
2026-05-22T10:31:30,A,ok,,0.981
2026-05-22T10:31:45,A,ok,,0.945
2026-05-22T10:32:00,A,ok,,0.953
2026-05-22T10:32:15,A,ok,,0.932
2026-05-22T10:32:30,A,ok,,0.922
2026-05-22T10:32:45,A,ok,,0.923
2026-05-22T10:33:00,A,ok,,0.947
2026-05-22T10:33:15,A,ok,,0.947
2026-05-22T10:33:30,A,ok,,0.967
2026-05-22T10:33:45,A,ok,,0.982
2026-05-22T10:34:00,A,ok,,0.938
2026-05-22T10:34:15,A,ok,,0.988
2026-05-22T10:34:30,A,ok,,0.96
2026-05-22T10:34:45,A,ok,,0.933
2026-05-22T10:35:00,A,ok,,0.94
2026-05-22T10:35:15,A,ok,,0.971
2026-05-22T10:35:30,A,ok,,0.943
2026-05-22T10:35:45,A,ok,,0.966
2026-05-22T10:36:00,A,ok,,0.989
2026-05-22T10:36:15,A,ok,,0.96
2026-05-22T10:36:30,A,ok,,0.943
2026-05-22T10:36:45,A,ok,,0.947
2026-05-22T10:37:00,A,ok,,0.949
2026-05-22T10:37:15,A,ok,,0.928
2026-05-22T10:37:30,A,ok,,0.978
2026-05-22T10:37:45,A,ok,,0.967
2026-05-22T10:38:00,A,ok,,0.949
2026-05-22T10:38:15,A,ok,,0.948
2026-05-22T10:38:30,A,ok,,0.978
2026-05-22T10:38:45,A,ok,,0.954
2026-05-22T10:39:00,A,ok,,0.944
2026-05-22T10:39:15,A,ok,,0.922
2026-05-22T10:39:30,A,ok,,0.958
2026-05-22T10:39:45,A,ok,,0.948
2026-05-22T10:40:00,A,ok,,0.949
2026-05-22T10:40:15,A,ok,,0.948
2026-05-22T10:40:30,A,ok,,0.958
2026-05-22T10:40:45,A,ok,,0.985
2026-05-22T10:41:00,A,ok,,0.948
2026-05-22T10:41:15,A,ok,,0.939
2026-05-22T10:41:30,A,ok,,0.934
2026-05-22T10:41:45,A,ok,,0.978
2026-05-22T10:42:00,A,ok,,0.939
2026-05-22T10:42:15,A,ok,,0.95
2026-05-22T10:42:30,A,ok,,0.959
2026-05-22T10:42:45,A,ok,,0.967
2026-05-22T10:43:00,A,ok,,0.936
2026-05-22T10:43:15,A,ok,,0.923
2026-05-22T10:43:30,A,defect,scratch,0.861
2026-05-22T10:43:45,A,ok,,0.924
2026-05-22T10:44:00,A,ok,,0.948
2026-05-22T10:44:15,A,ok,,0.967
2026-05-22T10:44:30,A,ok,,0.921
2026-05-22T10:44:45,A,ok,,0.978
2026-05-22T10:45:00,A,ok,,0.92
2026-05-22T10:45:15,A,ok,,0.926
2026-05-22T10:45:30,A,ok,,0.927
2026-05-22T10:45:45,A,ok,,0.967
2026-05-22T10:46:00,A,ok,,0.969
2026-05-22T10:46:15,A,ok,,0.94
2026-05-22T10:46:30,A,ok,,0.958
2026-05-22T10:46:45,A,ok,,0.955
2026-05-22T10:47:00,A,ok,,0.965
2026-05-22T10:47:15,A,defect,scratch,0.894
2026-05-22T10:47:30,A,ok,,0.985
2026-05-22T10:47:45,A,ok,,0.955
2026-05-22T10:48:00,A,ok,,0.951
2026-05-22T10:48:15,A,ok,,0.961
2026-05-22T10:48:30,A,ok,,0.924
2026-05-22T10:48:45,A,ok,,0.926
2026-05-22T10:49:00,A,ok,,0.962
2026-05-22T10:49:15,A,ok,,0.986
2026-05-22T10:49:30,A,ok,,0.987
2026-05-22T10:49:45,A,ok,,0.983
2026-05-22T10:50:00,A,ok,,0.945
2026-05-22T10:50:15,A,ok,,0.987
2026-05-22T10:50:30,A,ok,,0.962
2026-05-22T10:50:45,A,ok,,0.933
2026-05-22T10:51:00,A,ok,,0.979
2026-05-22T10:51:15,A,ok,,0.923
2026-05-22T10:51:30,A,ok,,0.929
2026-05-22T10:51:45,A,ok,,0.92
2026-05-22T10:52:00,A,ok,,0.932
2026-05-22T10:52:15,A,ok,,0.976
2026-05-22T10:52:30,A,ok,,0.975
2026-05-22T10:52:45,A,ok,,0.976
2026-05-22T10:53:00,A,ok,,0.924
2026-05-22T10:53:15,A,ok,,0.929
2026-05-22T10:53:30,A,ok,,0.945
2026-05-22T10:53:45,A,ok,,0.972
2026-05-22T10:54:00,A,ok,,0.976
2026-05-22T10:54:15,A,ok,,0.956
2026-05-22T10:54:30,A,ok,,0.964
2026-05-22T10:54:45,A,ok,,0.962
2026-05-22T10:55:00,A,ok,,0.934
2026-05-22T10:55:15,A,ok,,0.926
2026-05-22T10:55:30,A,defect,scratch,0.941
2026-05-22T10:55:45,A,ok,,0.99
2026-05-22T10:56:00,A,ok,,0.98
2026-05-22T10:56:15,A,ok,,0.935
2026-05-22T10:56:30,A,ok,,0.988
2026-05-22T10:56:45,A,ok,,0.942
2026-05-22T10:57:00,A,ok,,0.975
2026-05-22T10:57:15,A,ok,,0.946
2026-05-22T10:57:30,A,ok,,0.981
2026-05-22T10:57:45,A,ok,,0.968
2026-05-22T10:58:00,A,ok,,0.98
2026-05-22T10:58:15,A,ok,,0.929
2026-05-22T10:58:30,A,ok,,0.97
2026-05-22T10:58:45,A,ok,,0.97
2026-05-22T10:59:00,A,ok,,0.979
2026-05-22T10:59:15,A,ok,,0.982
2026-05-22T10:59:30,A,ok,,0.948
2026-05-22T10:59:45,A,ok,,0.982
2026-05-22T11:00:00,A,ok,,0.95
2026-05-22T11:00:15,A,ok,,0.973
2026-05-22T11:00:30,A,ok,,0.949
2026-05-22T11:00:45,A,ok,,0.944
2026-05-22T11:01:00,A,ok,,0.951
2026-05-22T11:01:15,A,ok,,0.937
2026-05-22T11:01:30,A,ok,,0.978
2026-05-22T11:01:45,A,ok,,0.983
2026-05-22T11:02:00,A,ok,,0.975
2026-05-22T11:02:15,A,ok,,0.98
2026-05-22T11:02:30,A,ok,,0.948
2026-05-22T11:02:45,A,ok,,0.972
2026-05-22T11:03:00,A,ok,,0.939
2026-05-22T11:03:15,A,ok,,0.947
2026-05-22T11:03:30,A,ok,,0.943
2026-05-22T11:03:45,A,ok,,0.929
2026-05-22T11:04:00,A,ok,,0.978
2026-05-22T11:04:15,A,ok,,0.968
2026-05-22T11:04:30,A,ok,,0.941
2026-05-22T11:04:45,A,ok,,0.959
2026-05-22T11:05:00,A,ok,,0.972
2026-05-22T11:05:15,A,ok,,0.944
2026-05-22T11:05:30,A,ok,,0.977
2026-05-22T11:05:45,A,ok,,0.979
2026-05-22T11:06:00,A,ok,,0.964
2026-05-22T11:06:15,A,ok,,0.935
2026-05-22T11:06:30,A,ok,,0.951
2026-05-22T11:06:45,A,ok,,0.962
2026-05-22T11:07:00,A,ok,,0.983
2026-05-22T11:07:15,A,ok,,0.944
2026-05-22T11:07:30,A,ok,,0.964
2026-05-22T11:07:45,A,ok,,0.95
2026-05-22T11:08:00,A,ok,,0.962
2026-05-22T11:08:15,A,ok,,0.961
2026-05-22T11:08:30,A,ok,,0.956
2026-05-22T11:08:45,A,ok,,0.944
2026-05-22T11:09:00,A,ok,,0.926
2026-05-22T11:09:15,A,ok,,0.927
2026-05-22T11:09:30,A,ok,,0.924
2026-05-22T11:09:45,A,ok,,0.96
2026-05-22T11:10:00,A,ok,,0.988
2026-05-22T11:10:15,A,ok,,0.94
2026-05-22T11:10:30,A,ok,,0.937
2026-05-22T11:10:45,A,ok,,0.926
2026-05-22T11:11:00,A,ok,,0.982
2026-05-22T11:11:15,A,ok,,0.973
2026-05-22T11:11:30,A,ok,,0.923
2026-05-22T11:11:45,A,ok,,0.96
2026-05-22T11:12:00,A,ok,,0.985
2026-05-22T11:12:15,A,ok,,0.985
2026-05-22T11:12:30,A,ok,,0.989
2026-05-22T11:12:45,A,ok,,0.933
2026-05-22T11:13:00,A,ok,,0.924
2026-05-22T11:13:15,A,ok,,0.982
2026-05-22T11:13:30,A,ok,,0.921
2026-05-22T11:13:45,A,ok,,0.984
2026-05-22T11:14:00,A,ok,,0.988
2026-05-22T11:14:15,A,ok,,0.981
2026-05-22T11:14:30,A,ok,,0.953
2026-05-22T11:14:45,A,ok,,0.936
2026-05-22T11:15:00,A,ok,,0.982
2026-05-22T11:15:15,A,ok,,0.922
2026-05-22T11:15:30,A,ok,,0.921
2026-05-22T11:15:45,A,ok,,0.983
2026-05-22T11:16:00,A,ok,,0.94
2026-05-22T11:16:15,A,ok,,0.941
2026-05-22T11:16:30,A,ok,,0.99
2026-05-22T11:16:45,A,ok,,0.936
2026-05-22T11:17:00,A,ok,,0.932
2026-05-22T11:17:15,A,ok,,0.944
2026-05-22T11:17:30,A,ok,,0.988
2026-05-22T11:17:45,A,ok,,0.946
2026-05-22T11:18:00,A,ok,,0.951
2026-05-22T11:18:15,A,ok,,0.942
2026-05-22T11:18:30,A,ok,,0.96
2026-05-22T11:18:45,A,ok,,0.972
2026-05-22T11:19:00,A,ok,,0.929
2026-05-22T11:19:15,A,ok,,0.947
2026-05-22T11:19:30,A,ok,,0.98
2026-05-22T11:19:45,A,defect,scratch,0.907
2026-05-22T11:20:00,A,ok,,0.971
2026-05-22T11:20:15,A,ok,,0.943
2026-05-22T11:20:30,A,ok,,0.954
2026-05-22T11:20:45,A,ok,,0.974
2026-05-22T11:21:00,A,ok,,0.952
2026-05-22T11:21:15,A,ok,,0.976
2026-05-22T11:21:30,A,ok,,0.925
2026-05-22T11:21:45,A,ok,,0.972
2026-05-22T11:22:00,A,ok,,0.988
2026-05-22T11:22:15,A,ok,,0.969
2026-05-22T11:22:30,A,ok,,0.957
2026-05-22T11:22:45,A,ok,,0.966
2026-05-22T11:23:00,A,ok,,0.937
2026-05-22T11:23:15,A,defect,bubble,0.968
2026-05-22T11:23:30,A,ok,,0.933
2026-05-22T11:23:45,A,defect,bubble,0.953
2026-05-22T11:24:00,A,ok,,0.929
2026-05-22T11:24:15,A,ok,,0.978
2026-05-22T11:24:30,A,ok,,0.932
2026-05-22T11:24:45,A,ok,,0.931
2026-05-22T11:25:00,A,ok,,0.94
2026-05-22T11:25:15,A,ok,,0.988
2026-05-22T11:25:30,A,defect,bubble,0.87
2026-05-22T11:25:45,A,ok,,0.958
2026-05-22T11:26:00,A,ok,,0.96
2026-05-22T11:26:15,A,ok,,0.95
2026-05-22T11:26:30,A,ok,,0.984
2026-05-22T11:26:45,A,ok,,0.936
2026-05-22T11:27:00,A,ok,,0.935
2026-05-22T11:27:15,A,ok,,0.926
2026-05-22T11:27:30,A,ok,,0.955
2026-05-22T11:27:45,A,ok,,0.957
2026-05-22T11:28:00,A,ok,,0.949
2026-05-22T11:28:15,A,ok,,0.955
2026-05-22T11:28:30,A,defect,bubble,0.909
2026-05-22T11:28:45,A,ok,,0.978
2026-05-22T11:29:00,A,ok,,0.964
2026-05-22T11:29:15,A,ok,,0.933
2026-05-22T11:29:30,A,ok,,0.958
2026-05-22T11:29:45,A,ok,,0.985
2026-05-22T11:30:00,A,defect,bubble,0.985
2026-05-22T11:30:15,A,defect,bubble,0.896
